Compliance_Breaches,Time_to_Compliance_Days,Training_Completion_Rate,Audit_Findings,Audit_Score,Fines_Penalties_Amount,Incident_Response_Time_Minutes,Suspicious_Activity_Reports,Regulatory_Change_Impact_Score,Department,Employee_ID,Location,Quarter,Year,Compliance_Manager,Training_Session_Attended,Audit_Type,Regulation_ID
6,184,60.50925518,19,60.22409751,15665.7414,20,1,,Operations,2574,,Q4,2020,Manager_B,No,Internal,105
6,243,93.27079409,6,52.92535757,10097.71456,51,0,,Finance,3034,CHI,Q2,2022,Manager_B,No,External,162
8,79,70.89094031,,77.30033758,6502.096395,24,2,9.729450679,Operations,3925,NY,Q2,2021,Manager_C,Yes,Internal,176
6,131,87.51562192,7,85.01527962,391.885191,27,2,6.641928314,Finance,2368,CHI,Q2,2022,Manager_B,Yes,External,173
6,116,77.40165361,12,99.91258951,251.4683828,43,2,4.742516102,HR,4290,,Q2,2023,Manager_B,,,153
5,114,69.09358761,15,67.93055261,9088.450941,28,2,8.225212096,IT,,CHI,Q4,2021,Manager_B,Yes,Internal,118
4,200,90.49382075,9,94.8182281,3363.349962,30,1,,,4229,CHI,Q1,2019,Manager_B,Yes,Internal,194
5,215,79.22349658,13,69.09662279,8426.378402,27,7,3.392166352,Operations,2898,SF,Q4,2020,Manager_B,No,External,109
,243,69.52810512,5,84.47058542,1876.510141,27,4,,IT,1033,SF,Q1,2021,,Yes,Internal,136
6,216,55.47989352,19,79.91264653,2534.58186,33,3,4.514386258,Operations,3848,,Q1,2019,Manager_A,No,External,176
11,221,94.77226569,6,52.64893967,6022.977007,35,,2.223262243,HR,3463,SF,Q2,2019,Manager_A,No,External,
8,95,51.77347927,5,53.91942135,12344.77697,23,2,1.602678118,HR,4577,ATL,Q2,2021,Manager_C,No,Internal,154
7,269,93.15936742,16,51.03820449,459.2689098,,2,8.090583186,HR,2513,NY,Q2,2019,Manager_B,Yes,Internal,104
70,1670,679.9807624,70,,98836.35827,230,0,70.83196586,IT,35710,SF,Q1,20190,Manager_B,No,Internal,1200
4,,81.96693818,11,87.29005244,7875.489802,15,,4.706184021,Operations,1232,LA,Q3,2023,Manager_C,No,,138
8,97,96.10998619,3,58.6377697,1895.620037,14,1,,Finance,2622,CHI,,2022,Manager_B,No,,119
6,165,57.58533078,9,80.29264842,2194.204272,32,3,4.697710772,HR,,SF,Q3,2023,Manager_B,Yes,Internal,170
,236,78.34752378,5,64.441389,237.8772666,39,3,7.392659243,HR,3652,SF,,2022,Manager_B,Yes,External,
4,181,88.22164312,6,89.8496312,,38,1,9.182037477,Finance,3154,NY,Q1,2019,Manager_A,No,External,178
0,134,87.87919164,7,89.91980745,3240.927644,6,0,8.566439128,Finance,2216,SF,,2022,Manager_B,No,External,152
6,258,76.28159573,2,88.77072575,502.0840325,27,1,5.599942987,IT,4539,ATL,Q1,2023,Manager_A,Yes,,186
0,109,81.236973,7,76.24167569,1078.368938,18,0,7.125727532,HR,1521,LA,Q1,,Manager_B,No,Internal,132
7,178,87.87634971,14,64.2283355,9378.984711,31,2,4.722991991,,1636,LA,,2020,Manager_B,Yes,Internal,
9,218,92.05138189,0,90.47220219,4231.822712,25,,,HR,3834,SF,Q2,2022,Manager_C,No,External,165
7,305,88.09065484,12,59.3050281,5020.590899,35,0,3.317971945,,4066,NY,Q2,2020,Manager_C,Yes,Internal,149
2,,67.70024716,17,64.4879801,1038.069631,,3,4.912679024,IT,4350,SF,Q4,2021,Manager_B,No,Internal,131
4,163,,14,59.19738531,8820.57962,11,2,2.885911638,Finance,4199,CHI,Q4,2020,Manager_B,No,Internal,178
8,153,71.72513469,6,83.71050802,10124.00065,20,2,1.343664574,Operations,1340,LA,Q1,2022,Manager_B,Yes,External,170
5,194,51.22323514,14,,3704.629017,30,2,6.296858655,Operations,3744,CHI,Q3,2019,,Yes,External,172
,215,,2,82.62549964,12183.88477,30,3,8.779864108,Operations,4946,ATL,,2023,Manager_B,Yes,External,154
6,245,56.38914773,,70.78007334,9316.125637,15,,1.230204472,HR,4938,LA,Q1,2020,Manager_C,No,Internal,127
2,225,56.07213079,19,55.00855036,6571.248719,14,,2.764267667,Finance,1058,LA,Q3,2022,Manager_A,Yes,,185
4,150,64.07675201,3,95.55847923,6622.722041,30,0,5.141665533,Finance,3015,ATL,,2023,Manager_B,Yes,External,102
7,228,52.66877471,3,75.3865482,,15,0,,Finance,4253,CHI,Q1,2021,Manager_A,Yes,External,152
,185,,2,70.34860975,1579.283291,13,5,,HR,1585,SF,Q2,2019,Manager_A,Yes,External,141
,224,53.69944421,4,79.44124466,345.9317,25,2,1.510253461,IT,2537,NY,Q2,2023,Manager_A,Yes,Internal,101
2,228,60.16447777,10,59.63952179,43.59555217,25,1,5.67143846,IT,1242,CHI,Q2,2023,,Yes,Internal,121
8,277,54.64498572,7,56.62743896,861.714734,21,1,8.368387418,Operations,1227,ATL,Q1,2022,,No,External,124
10,158,53.15838655,1,70.27626107,10621.65828,22,0,1.317114184,Operations,3607,ATL,Q3,2021,Manager_C,,External,188
5,147,63.38758328,15,,1371.355738,30,2,4.144325053,HR,1517,ATL,Q3,2020,Manager_A,Yes,Internal,131
4,206,78.59494838,9,62.21451473,17558.51599,22,1,,HR,3602,LA,Q2,2021,,Yes,External,
4,250,98.23427782,17,94.62557439,4547.705306,30,1,2.176678055,Operations,2168,SF,Q2,2019,Manager_A,No,External,161
8,183,93.77783272,6,,1354.180416,,4,3.123520992,IT,,LA,,,Manager_C,Yes,External,130
9,254,,4,74.17345322,,,2,5.819433794,IT,1334,LA,Q4,2021,Manager_A,No,External,162
7,221,58.8033518,6,84.47397969,1236.507742,38,1,9.579085267,Finance,1757,LA,Q4,2019,Manager_A,Yes,Internal,136
7,,63.24535967,5,97.57740568,20667.57654,38,,,Operations,2431,ATL,Q2,2023,Manager_B,No,Internal,167
3,,53.81966584,0,55.60992822,9395.2539,42,1,5.387746791,Operations,3168,CHI,Q3,2023,Manager_B,Yes,,196
,153,88.923417,10,91.67672836,132.9458421,38,3,4.599377768,,2767,NY,Q4,2023,Manager_A,No,External,
7,194,53.49081507,12,79.20095899,,32,,9.076570048,Finance,4959,NY,Q3,2023,Manager_C,No,External,108
2,,77.83478354,11,57.30826769,6383.88442,25,0,1.647008776,Operations,3748,SF,Q1,2020,,Yes,Internal,169
5,175,62.39377862,0,64.85746593,429.8664092,26,2,6.095328322,IT,2308,,Q2,2023,Manager_B,No,External,145
7,239,62.1722817,14,74.11807082,,21,2,,,3289,ATL,Q4,2020,Manager_B,Yes,Internal,194
6,226,99.53625276,0,84.55885723,5205.397946,30,1,9.893058194,IT,3125,NY,Q2,2020,Manager_B,No,,133
1,217,,2,62.13035085,1234.548369,36,1,7.288529478,Finance,2593,CHI,Q1,2021,Manager_A,No,External,159
3,197,91.84696791,14,76.74394077,7103.325632,22,0,4.419419281,Finance,3497,ATL,Q3,2023,Manager_C,No,External,112
4,189,,8,84.23358137,455.451349,29,0,4.706419173,IT,2493,SF,Q2,2022,Manager_B,No,Internal,135
4,103,93.55071437,13,72.43703754,3361.286323,23,2,,Finance,3030,ATL,Q4,,,Yes,Internal,195
,167,82.27452696,7,93.15129806,49.8638517,32,3,6.432517898,Finance,4252,SF,Q1,2022,Manager_C,Yes,External,185
7,190,97.30868524,3,93.47295514,17326.67814,24,1,7.654651936,Finance,,NY,Q4,2023,,,External,147
9,112,64.0669293,,,6962.842649,22,2,8.375208072,Finance,1264,ATL,Q3,2020,Manager_C,No,Internal,192
4,74,79.76597729,19,98.64628552,864.9387203,23,2,4.749337987,HR,4787,LA,Q4,2023,Manager_A,No,Internal,174
3,247,84.5065674,5,,2090.275452,35,2,7.45037652,Operations,1681,SF,,2023,Manager_B,Yes,Internal,105
4,183,69.64686525,0,50.16811892,,29,,9.246003328,,3342,LA,Q4,,Manager_C,Yes,External,104
4,192,93.98539912,17,69.03341319,7275.381934,25,3,,Finance,4012,SF,Q1,2023,Manager_B,Yes,Internal,164
6,213,98.99015816,5,80.05485307,303.5098529,32,0,,IT,3937,LA,,2021,Manager_A,No,External,149
,121,74.68847457,13,81.46000787,9175.631482,,3,6.732119735,Operations,1246,,Q4,2021,Manager_C,,Internal,173
10,,,10,73.82228681,14253.51582,41,2,,Finance,1423,NY,Q1,2020,Manager_C,Yes,External,173
5,270,73.59689643,16,56.24416566,5644.758694,20,1,2.648779014,Operations,2082,CHI,Q1,2020,Manager_C,Yes,Internal,123
5,150,92.63683729,,58.52487609,1197.415653,28,,2.112666873,IT,2835,,Q1,2022,Manager_B,,Internal,
3,164,82.27342128,6,92.60739919,2232.139436,15,2,5.371399061,,1832,CHI,Q3,2020,Manager_C,No,Internal,185
2,139,52.23861863,13,93.39555659,3243.162859,26,1,,IT,2481,ATL,Q1,2021,Manager_C,,,157
7,135,,16,83.69492689,4639.600106,13,2,6.192999331,Operations,1010,SF,Q3,2020,Manager_C,Yes,Internal,120
5,246,50.86500614,7,83.21089861,5523.097829,37,3,6.811324573,HR,3394,ATL,Q1,2022,Manager_A,Yes,Internal,185
4,31,88.92676855,15,79.8841064,4039.589337,37,1,5.730540378,,3006,CHI,Q1,,Manager_C,No,,132
6,152,66.41561368,11,60.14629429,2164.031893,37,2,1.327840413,Finance,3899,SF,Q2,2021,Manager_C,Yes,External,143
5,193,73.60037411,11,71.41253501,11078.24395,30,3,1.519551629,,2028,ATL,,2020,Manager_C,Yes,,124
4,281,89.9339053,4,84.79473257,424.4793069,21,3,2.020070662,IT,2740,NY,Q2,2022,Manager_A,Yes,External,194
7,111,52.32244086,4,76.8626136,3139.195287,,4,2.382812245,HR,4441,SF,Q2,2020,,No,Internal,
4,101,57.92707678,13,50.9290167,7470.842131,45,1,9.908943524,Operations,4529,CHI,Q1,2020,Manager_B,Yes,External,114
2,128,,,97.67784034,314.0210112,44,2,4.100455152,Operations,3292,NY,Q1,2021,Manager_C,,External,128
3,222,61.49625818,6,92.24080263,6109.584485,31,3,3.627760363,Operations,3296,SF,Q3,2021,Manager_B,Yes,External,182
8,187,66.89507129,16,,8565.988071,24,1,1.470399721,Operations,1944,ATL,Q1,2020,,No,Internal,151
5,93,99.90873689,,80.82294676,5406.288255,43,0,6.717883516,Operations,1434,CHI,Q3,2023,Manager_A,No,,116
,185,91.27072188,12,96.16196919,65.10651331,23,0,6.869717066,Finance,4491,ATL,Q4,,,Yes,Internal,
2,273,94.19509075,8,,993.0902947,32,0,2.579038206,Finance,3152,,,2019,Manager_C,No,Internal,199
3,195,96.85273168,15,75.15147404,2093.611074,43,0,9.273173868,,3289,NY,Q1,2019,Manager_A,No,,135
3,189,67.04679402,,72.81215129,1330.842689,21,4,8.204441919,IT,,NY,Q4,2019,Manager_A,Yes,External,
7,193,64.85384789,,70.51025026,16437.39835,38,,3.072873851,Operations,3566,SF,Q1,2021,Manager_A,Yes,External,139
5,204,61.70312463,12,91.77943044,5271.93283,35,2,5.372647578,Operations,,CHI,Q3,2020,,No,Internal,122
2,,91.50584557,12,69.03230733,1761.785378,29,,5.125517706,Operations,,NY,Q2,,Manager_B,Yes,External,172
2,166,83.97759311,18,53.18316666,13274.7395,,3,4.136683999,HR,2067,ATL,Q4,2020,Manager_C,Yes,External,133
7,,61.80859912,,53.29188711,6746.80823,22,0,8.358712415,IT,4097,CHI,Q1,2020,Manager_B,Yes,External,157
8,150,68.84969146,3,52.13723033,1674.617665,,1,1.983380371,Finance,4875,ATL,,2019,Manager_A,Yes,,181
4,221,75.3355882,9,70.45727109,2381.167529,15,0,4.737828158,Operations,3228,ATL,Q3,2020,Manager_C,Yes,Internal,179
4,141,76.40700286,15,85.92031388,1112.149395,31,0,4.852280175,IT,3651,NY,Q1,2019,Manager_B,Yes,Internal,160
4,158,94.43638643,,,17715.07187,35,1,5.218530442,,3475,CHI,Q4,,Manager_C,Yes,External,195
3,104,,7,82.32342602,3641.763385,39,3,8.75214992,HR,1267,LA,Q3,2022,Manager_B,No,Internal,127
40,2020,954.2620153,50,,113195.48,160,0,29.63501832,Operations,39050,SF,Q1,,Manager_C,Yes,External,1590
,236,,3,62.7601062,2127.061978,43,1,1.926308562,Finance,3627,,Q4,2023,,Yes,Internal,
,,87.31863374,6,80.0278828,9860.712243,46,2,6.560276165,IT,3923,SF,Q3,2021,,Yes,External,157
5,228,96.512716,13,84.243417,276.9655327,34,6,2.564510275,Finance,3198,CHI,Q3,2022,Manager_A,,Internal,181
3,171,95.3787852,12,73.33068114,20112.06896,19,,1.674388773,Operations,4687,NY,Q2,2020,Manager_B,Yes,External,143
6,28,,4,,12154.04538,,2,4.839842985,Operations,3647,CHI,Q2,,Manager_C,Yes,,133
4,176,60.28521475,8,80.95757758,2256.521344,29,2,2.976817878,HR,3142,LA,Q2,2020,Manager_C,No,External,192
2,,73.84527128,2,98.89235437,7452.104089,32,2,,HR,1381,ATL,Q1,2022,,Yes,External,120
5,186,71.5777145,9,71.34207047,6976.835501,30,2,3.337399721,IT,2821,SF,Q3,2022,Manager_B,No,External,100
7,195,82.04458324,14,69.58675481,11576.06227,,4,1.833728165,Operations,4902,SF,Q2,2023,Manager_A,No,External,154
8,138,97.23545254,19,73.21334512,1835.466428,29,2,,Operations,,LA,Q4,,,No,External,179
0,268,55.62023556,16,53.81091967,3132.304887,32,,1.243165762,,,NY,Q1,2021,Manager_C,No,Internal,148
5,,72.59293326,,,,,1,9.697378132,Finance,1929,CHI,Q2,2020,,Yes,,196
4,168,59.62055189,2,66.43486936,7538.457316,26,3,4.071974696,HR,2637,,Q1,2019,Manager_B,Yes,External,
,224,,17,56.07110612,2499.978389,24,1,7.256417594,Operations,,CHI,Q3,2022,,Yes,External,198
4,181,98.22900929,4,73.31283706,9345.100322,49,3,8.293265853,Operations,4760,,Q4,2019,Manager_C,No,Internal,154
7,333,73.93508409,,50.16919933,240.4607452,44,3,3.51194316,Finance,4499,ATL,Q3,2023,,Yes,External,126
2,167,55.20051489,0,70.08926226,7617.363188,35,1,7.738648382,Finance,,CHI,Q4,2019,Manager_C,No,Internal,119
3,201,89.26473334,16,55.2867634,1158.184209,43,0,,Finance,4887,NY,Q3,2021,Manager_A,No,External,194
,135,84.85706752,2,51.21463517,1685.208348,37,2,3.171855104,HR,1198,LA,,2021,Manager_B,Yes,,115
5,232,,,91.22375231,3398.340599,31,3,9.932452092,IT,3055,ATL,Q3,,Manager_A,No,External,177
6,198,94.3703737,19,95.81244016,2986.77196,14,0,1.186198146,Operations,2926,ATL,Q4,2021,Manager_C,Yes,,147
9,159,98.79159449,11,,3675.788018,27,2,2.953004322,HR,2780,ATL,Q1,2020,Manager_C,No,External,131
6,127,,7,76.96491319,3934.823926,,2,,,1804,SF,Q1,,Manager_B,No,External,131
7,101,78.28639557,7,63.89790786,2013.80153,18,4,2.747179226,Operations,2974,,Q4,2022,Manager_B,Yes,External,152
,205,64.87567526,14,74.67887193,963.2385202,15,,7.28433877,Operations,,,Q4,2021,Manager_B,,External,152
2,96,79.2253018,10,71.83156604,7315.471629,34,2,8.699773645,HR,2713,,Q1,2020,Manager_B,,Internal,101
8,258,71.98211603,19,63.45255275,2553.929365,33,2,9.632928454,,2617,,Q4,2023,Manager_C,,External,156
8,104,65.10955135,0,85.01967898,3524.488364,18,2,5.268227639,Finance,2647,ATL,Q3,2021,Manager_C,Yes,Internal,121
8,169,53.35925983,15,56.32454797,,22,2,9.739982107,,3918,ATL,Q3,2020,Manager_A,No,External,151
7,127,62.63539299,13,,12019.65297,41,1,4.70460067,,4092,NY,Q3,2022,Manager_A,Yes,Internal,180
,181,59.89273248,6,,6147.35624,21,0,2.963152357,HR,2569,LA,Q1,2019,Manager_B,Yes,External,195
2,181,77.10209923,5,,232.6245932,31,1,5.625296678,IT,3302,NY,Q3,2019,Manager_C,Yes,,180
7,206,80.08350109,3,74.92630621,9118.119867,28,2,6.848409199,IT,4504,LA,Q1,2023,Manager_B,Yes,Internal,157
6,88,80.42858622,7,73.38948852,22713.33201,,0,5.121669844,IT,4576,CHI,Q4,,Manager_B,No,External,133
5,134,69.40905005,18,74.87056897,3197.890131,21,1,6.102751996,IT,2050,SF,Q3,2019,Manager_B,Yes,External,170
6,238,71.06148668,2,,17464.97421,30,3,4.74768269,IT,,LA,Q1,2019,,Yes,External,192
4,219,91.71192148,3,69.64461479,3962.945587,31,2,5.722857586,HR,1929,NY,,2023,Manager_B,Yes,External,116
4,30,73.81164068,12,74.98453014,3077.376367,32,1,9.573361048,,,NY,,2019,Manager_C,Yes,Internal,187
4,,99.38866661,1,,2012.882157,30,2,5.498480373,Finance,3994,NY,Q3,2021,Manager_A,Yes,External,
5,118,71.9808615,10,84.5951157,5358.219278,33,0,3.278616695,Operations,3547,SF,Q1,2020,Manager_B,No,External,
4,144,82.47904723,15,85.56035804,1305.657856,51,5,7.828719594,Operations,2256,LA,Q1,2023,,Yes,Internal,132
7,166,52.51814995,,68.88145401,554.2903227,,2,4.03826012,Finance,2419,LA,Q4,2020,Manager_B,No,External,128
2,273,82.66699622,14,70.67702614,138.0745424,23,1,8.345864537,Finance,,LA,Q1,2022,Manager_C,Yes,External,118
4,117,92.57131972,,68.68485849,1729.241059,6,2,1.511577901,Operations,2330,LA,Q4,,Manager_A,No,Internal,168
1,95,97.12289193,1,,2519.00868,35,1,3.989601794,Finance,3557,ATL,Q2,2021,Manager_A,Yes,External,136
6,207,99.86603058,5,72.6676769,4015.666291,31,3,1.849239174,IT,4774,ATL,,2022,,No,External,
1,178,64.10893228,13,94.47982316,1731.854108,40,5,1.767860418,Finance,,NY,Q3,2023,Manager_B,No,,125
6,252,78.76850324,1,84.81806335,20694.4839,32,5,6.925506033,Finance,1149,ATL,Q1,,Manager_A,Yes,External,123
6,158,72.53589928,9,94.93281919,1724.756591,30,5,4.468013212,IT,4463,LA,Q2,,Manager_B,No,,153
,252,78.19087403,16,85.45684958,2907.808895,41,1,8.843310478,IT,2513,LA,Q2,2023,Manager_B,Yes,External,120
6,180,57.87264786,7,98.54960743,,42,5,5.647646241,IT,,ATL,Q1,2019,Manager_C,Yes,Internal,196
1,211,,15,81.78683891,,16,2,3.658088991,Finance,3993,CHI,Q3,2020,Manager_B,No,External,189
4,277,95.47844717,,98.17750691,247.695957,21,,,IT,2070,NY,Q1,2023,Manager_C,No,Internal,109
6,169,72.48308316,9,57.90849452,4099.322165,28,2,6.616151124,IT,3359,SF,Q1,2019,Manager_C,No,Internal,
7,242,64.02149308,12,52.62388404,6952.810939,30,2,8.196351587,HR,4999,,Q1,2019,Manager_C,Yes,External,128
6,,57.04167138,0,,1088.975737,27,1,6.792294487,HR,1138,NY,Q4,2022,Manager_A,No,Internal,156
3,193,84.18824124,9,99.17466029,2293.624868,34,1,,Finance,4476,NY,,2021,Manager_B,No,External,134
7,93,65.61159198,11,70.88026237,83.77912389,39,2,7.032790339,IT,3969,ATL,Q2,,Manager_C,,External,127
6,,95.4769285,16,60.60216811,9147.993823,47,0,4.523942779,Finance,4725,NY,Q3,2022,Manager_C,Yes,External,111
5,116,83.55062374,13,76.07707246,7569.809753,35,6,5.168287272,HR,2870,LA,Q2,2022,Manager_B,,Internal,
7,253,82.28426626,4,82.43993123,326.7157218,21,4,9.294081182,HR,3061,NY,Q1,2021,Manager_A,No,,143
4,284,77.97010579,18,65.75893478,2269.609063,28,0,4.239676417,IT,2995,LA,Q2,2023,Manager_C,No,Internal,106
7,158,52.28881697,,85.73846792,15537.41178,29,1,6.507632287,Finance,4939,ATL,Q3,2023,Manager_C,No,Internal,115
1,133,96.59612178,14,98.75572535,2488.124491,35,0,4.271335601,HR,3818,ATL,Q4,2023,,Yes,Internal,183
2,101,81.39687466,12,94.84815609,3734.941502,33,0,1.852547368,Operations,2771,NY,Q4,2023,Manager_C,No,External,192
2,195,99.70309917,16,64.57926868,2194.407809,50,3,5.081728078,,2913,LA,Q1,2022,,No,Internal,134
6,143,76.86782024,,66.33618416,4533.32836,25,4,,Finance,2542,LA,Q1,2020,Manager_C,,,191
,147,85.5055446,13,68.57706122,19119.34541,33,3,4.667529628,Operations,2574,LA,Q2,2020,Manager_A,,Internal,106
6,,52.81047789,3,69.72763892,29962.33221,53,0,4.515995662,IT,1184,LA,Q2,2021,Manager_B,No,Internal,185
0,162,81.58680884,8,55.01597496,7451.94457,24,1,8.383406625,,2138,SF,Q3,2020,Manager_A,No,Internal,113
10,215,,16,88.09814194,2590.183624,31,1,1.267166551,HR,3157,,,2023,,Yes,Internal,
2,183,88.92571474,2,68.26696318,3410.365633,20,2,3.660268571,Finance,2600,LA,,2022,Manager_B,,External,
5,98,88.50558261,12,93.99099884,2205.964004,30,4,8.305815388,HR,1742,SF,,2023,Manager_B,,Internal,161
8,69,,11,,21193.83405,22,0,9.284771338,Operations,3328,SF,Q2,2019,,No,External,173
5,209,98.76992388,15,51.22156547,6150.904715,40,1,4.710696273,Operations,3590,,Q1,2022,Manager_A,,External,165
4,,99.75910603,3,,2979.480296,31,1,8.999148189,Operations,1085,,Q2,2019,Manager_C,No,,121
,1980,537.7979376,170,855.0113658,609.4629096,200,10,27.90371099,Operations,11370,NY,Q1,,Manager_A,Yes,Internal,1150
7,217,96.82232114,2,76.0196113,3674.883979,,0,2.992843611,Operations,4537,ATL,Q4,,Manager_C,No,External,198
7,125,64.47245972,16,,,31,4,,Finance,,CHI,Q3,2019,Manager_B,Yes,External,
3,240,84.46420409,0,75.92590663,,39,3,9.129319672,Finance,2991,NY,Q1,,Manager_C,No,Internal,142
3,240,,18,66.2312362,1007.073494,18,2,,IT,2160,,Q2,2020,Manager_A,Yes,Internal,196
20,1380,983.8771617,30,811.3439068,1117.073474,330,20,15.3391771,IT,47050,,Q1,20190,Manager_B,No,External,1970
20,2120,550.7519292,160,546.4901382,21902.28889,,,,Finance,40220,SF,Q3,20210,Manager_B,Yes,External,1960
,74,,6,81.05613015,12519.10537,25,2,3.352427518,IT,,LA,Q4,2019,Manager_C,Yes,External,182
4,,71.4023896,1,63.76724251,28352.86267,17,2,7.853041694,HR,2016,NY,Q2,2022,Manager_C,No,Internal,119
1,,66.30117261,11,50.88174145,14535.67513,29,5,5.58992645,Finance,1096,LA,,2022,Manager_A,Yes,Internal,109
3,,82.27669954,4,,6535.937254,42,,5.10029958,HR,1994,NY,Q4,2022,Manager_B,No,Internal,118
10,204,56.55278717,,78.92238779,4083.84182,41,2,6.25725938,Operations,2554,SF,Q3,2022,Manager_C,No,External,111
3,73,85.83312091,7,71.32845024,4466.365245,25,3,9.012008021,Operations,3845,NY,Q1,2019,Manager_B,No,Internal,109
6,200,99.02960619,7,53.61431163,3871.699511,17,1,,IT,,ATL,Q1,2023,Manager_A,,Internal,170
4,112,90.22793572,12,94.66714764,6138.754802,25,1,,Finance,1082,CHI,Q1,2023,Manager_B,No,Internal,155
5,99,93.00083765,13,80.57154036,2713.931737,,3,9.341117611,Operations,3094,NY,Q1,2022,Manager_C,No,External,110
3,183,67.98183716,10,55.78566498,5531.267114,34,,2.920150376,IT,2535,CHI,,2021,Manager_A,No,Internal,179
7,169,,5,75.54652883,648.335002,28,1,8.539950844,HR,,CHI,Q4,2021,Manager_A,Yes,External,
5,267,75.85241773,15,74.8627158,1544.156114,22,4,7.282222397,Finance,2113,SF,,2019,Manager_B,,External,
2,102,52.28633074,14,53.02009344,9039.536903,41,3,1.130216825,IT,1512,CHI,Q4,2023,Manager_C,No,Internal,137
,262,97.26790672,15,,,31,2,3.084505123,Operations,2922,SF,Q2,2019,Manager_B,No,Internal,116
3,111,57.18925865,12,90.41631995,3871.875525,34,4,6.452602848,HR,2697,NY,Q2,2020,Manager_B,No,Internal,153
2,235,95.15065196,11,,160.7341702,12,2,5.521603055,HR,2688,LA,Q2,2022,,Yes,External,144
7,246,54.1791111,17,60.14847071,13084.6693,5,1,5.751426273,IT,4485,SF,Q4,2020,Manager_C,No,External,124
6,199,91.13124638,17,93.11462648,,15,2,,Finance,3560,CHI,,2020,Manager_B,No,External,
3,132,57.59812629,13,67.12710828,2672.41571,25,2,7.075031236,IT,2914,CHI,Q4,2021,Manager_B,No,External,164
5,88,,1,97.32541891,4561.231399,35,1,3.397765338,,1657,NY,Q1,2023,Manager_A,Yes,Internal,138
7,62,85.97447251,1,53.58739821,2808.619844,6,,4.504914698,Finance,3720,SF,,2022,Manager_A,No,Internal,119
,291,64.01326501,2,,,45,2,4.320243243,Operations,4976,NY,Q1,2019,,No,External,172
4,162,85.72480764,7,79.85621886,10893.43135,31,4,7.048225199,HR,1646,SF,Q1,2022,Manager_C,No,External,142
3,113,77.75426252,10,,878.2249552,43,,1.812274855,HR,1797,LA,Q1,2019,Manager_B,No,External,
6,111,55.44036951,,88.56900944,547.2283287,21,4,2.849877109,Operations,1076,,Q2,2019,Manager_B,No,External,100
4,190,96.60650367,3,81.34478399,13.66237162,35,,2.804473636,,3128,NY,Q3,2023,Manager_A,No,Internal,154
5,156,,8,50.90547186,1884.390994,30,4,1.975822067,HR,4852,,Q1,2020,Manager_B,Yes,Internal,150
7,64,86.72236389,16,80.41842953,797.4046063,38,1,2.86835481,IT,,NY,Q3,2019,Manager_C,Yes,Internal,104
4,,75.0510286,,74.57391172,1242.213817,27,1,6.463542411,IT,3601,SF,Q4,2023,Manager_B,,Internal,111
3,200,80.21807375,16,59.80146009,56.51308636,34,0,7.589513538,IT,3683,NY,Q4,2020,Manager_A,Yes,External,113
1,290,,,99.78741135,1288.645314,41,1,,Operations,1741,LA,Q2,2020,Manager_C,Yes,External,159
5,248,60.0180152,19,94.85810974,2022.664578,23,3,5.276693242,,4940,SF,Q4,2022,Manager_B,Yes,Internal,195
8,-5,77.12851017,6,,160.3824513,32,0,1.47191114,HR,2225,CHI,Q3,2022,Manager_B,No,Internal,139
5,265,72.01094865,9,77.05354604,4681.244441,11,3,9.631063096,,3893,CHI,Q3,2022,Manager_B,No,,108
5,252,69.50566067,3,65.825107,4205.920342,37,0,2.512688148,IT,,SF,Q3,2021,Manager_C,Yes,Internal,
3,135,83.62835975,13,,510.3617409,49,2,7.015792334,IT,1106,LA,Q3,2020,Manager_B,No,Internal,141
3,154,84.5253316,13,96.51657166,4519.461771,17,3,9.216015539,IT,1964,NY,,2021,Manager_A,Yes,Internal,132
6,204,52.2960028,13,67.94143035,33052.7879,29,,7.279993864,HR,2315,ATL,Q2,2022,Manager_A,No,External,124
5,119,66.93722471,13,90.27921246,,,2,2.962446762,Finance,2826,CHI,Q1,2023,Manager_A,Yes,External,177
7,165,70.58822751,19,74.92037714,13.37283418,30,1,3.842166689,Finance,1685,LA,Q4,2022,Manager_A,No,Internal,108
60,2400,548.4460806,170,698.2892807,79329.62129,310,50,,Finance,19400,LA,Q3,20190,Manager_C,No,Internal,1900
8,211,61.79504333,14,96.9210926,2181.724672,26,1,6.514824168,IT,1311,LA,Q4,2023,Manager_A,Yes,External,143
,139,52.58208986,18,75.52023444,328.8370213,25,5,6.516936828,Operations,3646,NY,Q2,2023,,No,External,182
8,241,99.81210493,12,73.37052501,1754.765395,29,3,,IT,4588,LA,Q2,2020,Manager_A,No,Internal,
9,198,86.82786015,11,83.6217201,1941.097238,,0,1.098966603,Finance,3731,LA,Q1,2021,Manager_C,Yes,External,124
5,196,54.37250783,,63.06171005,3703.754757,18,0,8.360571599,,1632,SF,Q2,2019,Manager_C,No,External,131
3,149,51.01246899,18,66.23964354,5410.011516,29,2,7.648398617,Finance,1667,SF,Q1,2023,Manager_B,Yes,External,121
4,179,85.96439001,19,96.60229181,,45,3,2.267979486,IT,,LA,Q3,2021,Manager_A,Yes,External,192
5,133,71.95960828,1,83.92649227,1411.171642,25,2,4.128639483,Operations,2449,LA,Q2,,Manager_B,Yes,External,154
6,63,89.33983545,2,91.33185739,1941.348282,17,0,6.746724036,Finance,4681,SF,Q4,,Manager_C,Yes,External,191
